22.5293	-0.485455
31.0899	-0.664505
32.4134	-0.875401
32.1294	-0.729848
29.1374	-0.758818
35.9948	-0.647494
37.7015	-0.666997
38.6928	-0.467331
41.6327	-0.681832
36.1633	-0.603069
40.9401	-0.702614
49.5311	-0.629462
50.1393	-0.583377
41.6678	-0.366043
44.6364	-0.427449
34.3075	-0.584472
32.4999	-0.568018
32.1897	-0.55143
28.7062	-0.648886
25.0447	-0.532214
27.7035	-0.590394
25.2132	-0.77881
22.4605	-0.737411
22.829	-0.670856
50.7585	0.147162
37.5944	-0.307445
23.0076	-0.688473
24.4149	-0.652694
19.3814	-0.789384
25.425	-0.653536
31.1444	-0.395184
40.2322	-0.0725446
51.3608	-0.194982
65.5763	0.0744123
85.6999	-0.0181621
112.41	0.27336
139.053	0.352774
230.635	0.60085
422.296	0.463613
523.432	-0.0141544
547.128	0.176261
563.728	-0.0674411
363.258	0.145728
385.145	-0.174481
704.514	-0.522423
789.012	-0.419443
765.417	-0.309962
500.763	-0.676704
344.634	-0.798599
116.564	-1.09666
98.4049	-1.08492
79.2746	-1.18811
62.2527	-0.938693
55.2457	-0.922493
47.1824	-0.534053
39.367	-0.621254
57.504	-0.410093
89.7104	-0.175274
123.651	-0.410709
130.12	-0.143431
171.652	-0.346926
209.218	-0.500209
206.229	-0.439579
314.02	-0.271322
354.469	-0.361734
247.511	-0.4824
225.399	-0.399469
185.285	-0.323627
234.051	-0.221695
284.977	0.187009
297.922	0.549241
253.108	0.572827
257.379	0.321934
210.297	0.301829
239.294	0.334642
265.814	0.580361
295.416	0.230476
271.919	0.185216
233.697	-0.125376
336.275	-0.73569
458.569	-1.08144
601.537	-1.00923
534.464	-1.08728
619.865	-0.84007
758.659	-0.797576
674.356	-0.732808
615.56	-0.823234
588.697	-1.05937
521.17	-1.06494
393.183	-1.24529
145.777	-1.33828
93.9977	-1.36393
78.0813	-1.33755
55.4737	-1.0291
47.9385	-0.965122
40.101	-1.01713
36.1672	-0.924706
32.7098	-0.761324
32.3791	-0.742449
31.3554	-0.692811
51.7105	-0.352173
80.2862	-0.750696
97.6616	-0.77541
66.4526	-0.855852
65.6248	-0.945613
38.7188	-0.895373
25.5959	-1.04566
29.6046	-1.0377
26.2768	-0.88859
25.6215	-0.863781
20.2411	-0.772956
21.7655	-0.778663
32.4819	-1.00018
145.459	-1.1413
96.5763	-1.14479
112.573	-1.50361
178.575	-1.25575
228.985	-1.36555
184.427	-1.38998
213.699	-1.35212
263.086	-1.34632
292.65	-1.33806
755.64	-0.986242
584.877	-0.991319
484.164	-1.17966
404.675	-1.37879
245.825	-1.28061
187.372	-1.30919
148.489	-1.38552
143.987	-1.45471
112.401	-1.54698
60.2131	-1.45292
47.179	-1.5922
41.3621	-1.32414
31.4914	-1.20297
74.3025	-0.853087
127.104	-0.402075
215.72	-0.785127
265.203	-0.870314
523.142	-0.888601
291.699	-1.11567
243.308	-1.42531
329.798	-1.62553
417.839	-1.57126
290.495	-1.65099
272.354	-1.81325
231.801	-1.98057
231.395	-1.68498
169.166	-1.52067
134.466	-1.69009
131.037	-1.67767
150.767	-1.68687
188.072	-2.08672
466.31	-1.70677
416.947	-1.62116
396.349	-1.67399
496.43	-1.53536
377.61	-1.60951
374.032	-1.74336
224.354	-1.92412
159.701	-1.9342
146.312	-1.8987
119.182	-1.92807
85.2906	-1.68222
89.7194	-1.80764
110.142	-1.95188
119.66	-1.90283
158.834	-1.94827
236.259	-2.14868
313.464	-1.83277
279.317	-1.93992
270.787	-1.97885
311.506	-1.95214
328.548	-1.74662
