3.11482	0.485455
3.43688	0.664505
3.47857	0.875401
3.46977	0.729848
3.37202	0.758818
3.58337	0.647494
3.6297	0.666997
3.65565	0.467331
3.72889	0.681832
3.58805	0.603069
3.71211	0.702614
3.9026	0.629462
3.91481	0.583377
3.72973	0.366043
3.79855	0.427449
3.53536	0.584472
3.48124	0.568018
3.47165	0.55143
3.35711	0.648886
3.22066	0.532214
3.32156	0.590394
3.22737	0.77881
3.11176	0.737411
3.12803	0.670856
3.92708	-0.147162
3.62685	0.307445
3.13583	0.688473
3.19519	0.652694
2.96432	0.789384
3.23573	0.653536
3.43863	0.395184
3.69467	0.0725446
3.93888	0.194982
4.18321	-0.0744123
4.45085	0.0181621
4.72215	-0.27336
4.93485	-0.352774
5.44084	-0.60085
6.04571	-0.463613
6.26041	0.0141544
6.30468	-0.176261
6.33457	0.0674411
5.89511	-0.145728
5.95362	0.174481
6.55751	0.522423
6.67078	0.419443
6.64042	0.309962
6.21613	0.676704
5.84248	0.798599
4.75844	1.09666
4.58909	1.08492
4.37292	1.18811
4.1312	0.938693
4.01179	0.922493
3.85402	0.534053
3.67293	0.621254
4.05185	0.410093
4.49659	0.175274
4.81747	0.410709
4.86845	0.143431
5.14547	0.346926
5.34338	0.500209
5.32899	0.439579
5.74946	0.271322
5.87062	0.361734
5.51146	0.4824
5.41787	0.399469
5.22189	0.323627
5.45554	0.221695
5.65241	-0.187009
5.69683	-0.549241
5.53382	-0.572827
5.55055	-0.321934
5.34852	-0.301829
5.47769	-0.334642
5.5828	-0.580361
5.68838	-0.230476
5.6055	-0.185216
5.45402	0.125376
5.81793	0.73569
6.12811	1.08144
6.39949	1.00923
6.28126	1.08728
6.4295	0.84007
6.63155	0.797576
6.51376	0.732808
6.42253	0.823234
6.37791	1.05937
6.25608	1.06494
5.97427	1.24529
4.98208	1.33828
4.54327	1.36393
4.35775	1.33755
4.01591	1.0291
3.86992	0.965122
3.6914	1.01713
3.58815	0.924706
3.48767	0.761324
3.47751	0.742449
3.44539	0.692811
3.94566	0.352173
4.3856	0.750696
4.58151	0.77541
4.19649	0.855852
4.18395	0.945613
3.65633	0.895373
3.24243	1.04566
3.38793	1.0377
3.26869	0.88859
3.24343	0.863781
3.00771	0.772956
3.08033	0.778663
3.48068	1.00018
4.97989	1.1413
4.57033	1.14479
4.7236	1.50361
5.18501	1.25575
5.43365	1.36555
5.21725	1.38998
5.36457	1.35212
5.57248	1.34632
5.67898	1.33806
6.62757	0.986242
6.3714	0.991319
6.18242	1.17966
6.00308	1.37879
5.50462	1.28061
5.2331	1.30919
5.00051	1.38552
4.96972	1.45471
4.72208	1.54698
4.09789	1.45292
3.85395	1.5922
3.72237	1.32414
3.44971	1.20297
4.30814	0.853087
4.84501	0.402075
5.37398	0.785127
5.5805	0.870314
6.25985	0.888601
5.67572	1.11567
5.49433	1.42531
5.79848	1.62553
6.0351	1.57126
5.67159	1.65099
5.6071	1.81325
5.44588	1.98057
5.44413	1.68498
5.13088	1.52067
4.90131	1.69009
4.87548	1.67767
5.01573	1.68687
5.23682	2.08672
6.14485	1.70677
6.03296	1.62116
5.9823	1.67399
6.20744	1.53536
5.93386	1.60951
5.92434	1.74336
5.41323	1.92412
5.0733	1.9342
4.98574	1.8987
4.78065	1.92807
4.44606	1.68222
4.49669	1.80764
4.70177	1.95188
4.78466	1.90283
5.06786	1.94827
5.46493	2.14868
5.74769	1.83277
5.63235	1.93992
5.60133	1.97885
5.74142	1.95214
5.79468	1.74662
5.24352	1.55906
4.84213	1.61618
4.80256	1.58664
4.73584	1.53728
4.55028	1.61479
